250,251,246
219,220,209
202,200,197
255,255,255
254,253,245
198,201,195
231,234,228
191,200,198
172,167,139
195,199,193
219,223,224
253,253,249
248,249,249
237,242,241
234,235,231
213,216,218
242,243,241
248,249,252
221,231,232
222,229,231
239,250,255
115,128,128
133,141,145
82,93,96
144,161,178
194,219,237
125,159,189
140,168,183
255,255,252
243,242,242
232,232,234
244,244,247
247,247,247
254,254,253
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,252,253
252,255,255
205,218,214
195,220,225
245,248,246
255,253,253
242,244,245
252,253,253
251,255,252
252,253,252
253,255,250
255,255,247
163,162,146
171,172,161
247,248,249
236,244,238
114,128,116
202,205,205
235,236,229
85,94,81
82,96,92
211,222,222
250,255,255
249,248,249
212,216,215
198,206,205
152,169,178
202,219,228
197,211,217
234,245,249
219,225,227
255,255,255
182,190,186
100,112,114
47,68,69
61,91,116
73,103,154
161,173,189
218,222,203
255,255,253
212,220,225
253,254,255
251,253,255
242,243,243
245,245,245
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,251,251
255,255,255
185,198,198
51,87,98
191,206,218
255,255,255
254,252,254
252,253,253
249,251,250
255,252,254
254,252,253
192,195,182
73,88,83
102,115,109
197,206,201
210,219,220
77,92,81
158,171,161
138,148,136
30,45,36
124,135,134
239,242,238
239,240,239
255,255,255
212,216,214
190,199,197
59,78,87
175,205,221
231,238,240
255,253,250
252,252,248
230,232,230
69,77,71
95,107,109
45,64,77
81,103,118
174,189,201
235,240,235
225,236,225
255,255,255
172,179,188
255,255,255
253,255,250
253,254,254
254,254,254
255,255,255
255,255,255
255,255,255
255,255,255
254,254,254
254,254,254
255,255,255
255,255,255
255,255,255
255,255,255
254,254,252
254,254,253
255,255,253
255,255,253
254,254,253
254,254,252
255,255,255
255,255,255
254,255,255
251,254,251
255,253,249
253,255,255
88,110,117
110,131,147
171,186,197
255,255,255
255,255,255
252,250,251
252,251,249
253,252,249
138,151,137
3,33,36
74,96,99
202,216,215
231,244,243
92,108,95
15,39,32
13,40,33
44,65,60
149,171,171
160,179,183
158,172,175
255,255,255
145,159,161
147,156,151
111,109,99
189,194,187
200,209,211
230,236,238
255,255,253
238,239,237
104,112,107
74,87,89
57,76,86
109,118,117
171,173,158
187,203,200
95,126,154
87,117,138
189,195,201
255,255,255
254,254,249
254,255,254
254,254,254
255,255,255
255,255,255
255,255,255
255,255,255
253,253,253
253,253,253
255,255,255
255,255,255
255,255,255
255,255,255
253,253,249
254,254,249
254,255,249
254,254,250
253,254,249
253,253,249
255,255,255
255,255,255
255,255,255
252,254,252
254,253,248
250,255,255
235,248,251
66,96,110
107,129,144
210,218,217
252,255,255
254,253,255
250,253,252
247,249,250
56,80,74
29,63,67
108,132,143
147,171,181
207,222,214
131,147,131
9,40,37
19,52,54
56,85,83
97,131,139
99,146,170
186,221,236
226,241,250
198,217,225
72,98,107
184,195,195
85,91,83
118,144,164
194,218,232
252,255,255
242,244,240
109,118,112
92,103,106
55,70,70
112,119,107
97,107,93
80,112,129
0,53,115
61,97,137
255,255,255
255,251,248
255,253,255
255,254,255
255,255,255
255,255,255
255,255,251
253,255,254
255,253,255
253,252,253
253,254,252
255,255,253
255,254,254
254,254,254
254,254,255
255,254,248
254,255,248
253,254,250
253,255,245
255,255,251
255,255,251
253,255,255
254,254,254
255,254,255
255,252,251
248,248,243
237,253,254
214,236,251
90,126,145
175,195,206
137,157,166
125,141,153
231,238,246
